source_id,source_text,target_id,target_text,type,description
article_220_VIII,articles 220 -VIII,code_general_des_impots,code général des impôts,application,Les dispositions de l'article 220 -VIII sont applicables aux procédures d’examen de la situation fiscale à compter du 1er janvier 2024.
article_35,articles 35,code_general_des_impots,code général des impôts,application,Les dispositions de l'article 35 sont applicables aux déclarations annuelles du revenu global à compter du 1er janvier 2024.
article_38_II,articles 38 -II,code_general_des_impots,code général des impôts,application,Les dispositions de l'article 38 -II sont applicables aux déclarations annuelles du revenu global à compter du 1er janvier 2024.
article_102,articles 102,code_general_des_impots,code général des impôts,application,Les dispositions de l'article 102 sont applicables aux opérations de cession ou de retrait de l’actif des biens meubles d’investissement à compter du 1er janvier 2024.
article_104_II,articles 104 -II,code_general_des_impots,code général des impôts,application,Les dispositions de l'article 104 -II sont applicables aux opérations de cession ou de retrait de l’actif des biens meubles d’investissement à compter du 1er janvier 2024.
article_103_6,articles 103 -6°,code_general_des_impots,code général des impôts,application,Les dispositions de l'article 103 -6° sont applicables aux opérations réalisées à compter du 1er juillet 2024.
article_112_II,articles 112 -II,code_general_des_impots,code général des impôts,application,Les dispositions de l'article 112 -II sont applicables aux opérations réalisées à compter du 1er juillet 2024.
article_117_IV_V,articles 117 (IV et V),code_general_des_impots,code général des impôts,application,Les dispositions de l'article 117 (IV et V) sont applicables aux opérations réalisées à compter du 1er juillet 2024.
article_177,articles 177,code_general_des_impots,code général des impôts,application,Les dispositions de l'article 177 sont applicables aux opérations réalisées à compter du 1er juillet 2024.
article_204_III,articles 204 -III,code_general_des_impots,code général des impôts,application,Les dispositions de l'article 204 -III sont applicables aux opérations réalisées à compter du 1er juillet 2024.
article_125_quinquies,article 125 quinquies,code_general_des_impots,code général des impôts,application,Les dispositions de l'article 125 quinquies sont applicables aux opérations réalisées à compter du 1er juillet 2024.
article_133_I_F_G,articles 133 -I (F et G),code_general_des_impots,code général des impôts,application,Les dispositions de l'article 133 -I (F et G) sont applicables à compter du 1er janvier 2024.
article_135_II_9,articles 135 -II-9°,code_general_des_impots,code général des impôts,application,Les dispositions de l'article 135 -II-9° sont applicables à compter du 1er janvier 2024.
article_139_IV,article 139 -IV,code_general_des_impots,code général des impôts,application,Les dispositions de l'article 139 -IV sont applicables à compter du 1er juillet 2024.
article_182_II,article 182-II,code_general_des_impots,code général des impôts,application,Les dispositions de l'article 182-II sont applicables aux opérations réalisées à compter du 1er janvier 2024.
article_204_bis,article 204 bis,code_general_des_impots,code général des impôts,application,Les dispositions de l'article 204 bis sont applicables aux déclarations de chiffre d’affaires à compter du 1er janvier 2024.
article_247_XXXXI_B,article 247-XXXXI -B,code_general_des_impots,code général des impôts,changement de taux,Le changement des taux de la taxe sur la valeur ajoutée n’a pas d’incidence sur les tarifs de vente de l’énergie électrique.
contribution_1,une contribution au titre des avoirs liquides déposés dans des comptes bancaires,personnes_physiques_1,les personnes physiques visées au 2 ci-dessous,applicable sur,La contribution s'applique aux personnes physiques en situation irrégulière vis-à-vis des obligations fiscales.
contribution_1,une contribution au titre des avoirs liquides déposés dans des comptes bancaires,obligations_fiscales_1,obligations fiscales prévues par le code général des impôts,liée à,La contribution est liée aux obligations fiscales prévues par le code général des impôts.
personnes_physiques_1,les personnes physiques visées au 2 ci-dessous,avoir_liquide_1,avoirs liquides déposés dans des comptes bancaires,déclare,Les personnes physiques doivent déclarer leurs avoirs liquides.
avoir_liquide_1,avoirs liquides déposés dans des comptes bancaires,taux_contribution_1,taux de la contribution est fixé à 5%,calculé à partir de,Le montant de la contribution est calculé à partir des avoirs liquides au taux de 5%.
obligations_fiscales_1,obligations fiscales prévues par le code général des impôts,sanctions_1,sanctions en matière de recouvrement prévues par le code général des impôts,lié à,Les obligations fiscales sont liées aux sanctions en matière de recouvrement.
personnes_physiques_1,les personnes physiques visées au 2 ci-dessous,délai_1,période allant du 1er janvier jusqu’au 31 décembre 2024,disposent de,Les personnes concernées disposent d'une période pour souscrire la déclaration et payer la contribution.
contribution_1,une contribution au titre des avoirs liquides,montant_contribution_1,montant de la contribution versé,versé,Le montant de la contribution doit être versé auprès de l'administration fiscale.
entite_1,les dispositions du 4° de l’article 3 et du 4° de l’article 30 du code général des impôts,entite_2,article 12 de la loi de finances n° 44 -01 pour l'année budgétaire 2002,abrogation,Les dispositions de ces articles sont abrogées à compter du 1er janvier 2025.
entite_3,"articles 2 (I -6° et II), 3 -1°, 26 -II et 180 -III du code général des impôts",entite_4,exercices ouverts à compter du 1er janvier 2026,applicabilité,Ces articles sont applicables aux exercices ouverts à compter du 1er janvier 2026.
entite_5,"articles 2 -I-7°, 20 -I et 26 -II du code général des impôts",entite_6,exercices ouverts à compter du 1er janvier 2025,applicabilité,Ces articles sont applicables aux exercices ouverts à compter du 1er janvier 2025.
entite_7,"articles 6, 57, 92, 123, 124, 129 et 250 du code général des impôts",entite_8,à compter du 1er janvier 2025,applicabilité,Ces articles sont applicables à compter du 1er janvier 2025.
entite_9,article 10 -I-F-1°-b) du code général des impôts,entite_10,véhicules acquis directement ou par voie de crédit-bail,applicabilité,Cet article est applicable aux véhicules acquis à compter du 1er janvier 2025.
entite_11,"articles 20 bis, 135 et 161 bis -I du code général des impôts",entite_12,opérations de transfert des immobilisations,applicabilité,Ces articles sont applicables aux opérations de transfert réalisées à compter du 1er janvier 2025.
entite_13,articles 57 (9° et 10°) et 58 -II-D du code général des impôts,entite_14,prestations servies,applicabilité,Ces articles sont applicables aux prestations servies à compter du 1er janvier 2025.
entite_15,article 57 -16° du code général des impôts,entite_16,contrats conclus,applicabilité,Cet article est applicable aux contrats conclus à compter du 1er janvier 2025.
entite_17,articles 57 -27° et 86 (5° et 7°) du code général des impôts,entite_18,pensions de retraite et rentes viagères acquises,applicabilité,Ces articles sont applicables aux pensions de retraite et rentes viagères acquises à compter du 1er janvier 2026.
entite_19,titulaires des pensions de retraite et des rentes viagères acquises dans le cadre des régimes de retraite de base,entite_20,réduction de 50% du montant de l’impôt dû,avantage fiscal,Ces titulaires bénéficient d'une réduction de 50% de l'impôt dû au titre des pensions de retraite et rentes viagères acquises en 2025.
entite_21,articles 61 -II et 62 -III du code général des impôts,entite_22,opérations de transfert d’immeubles ou des droits réels immobiliers,applicabilité,Ces articles sont applicables aux opérations de transfert effectuées à compter du 1er janvier 2025.
entite_23,"articles 64 -IV, 73 (I et II -F-12°), 74 -I, 86-6° et 160 bis du code général des impôts",entite_24,revenus fonciers encaissés,applicabilité,Ces articles sont applicables aux revenus fonciers encaissés à compter du 1er janvier 2025.
entite_25,article 70 bis -3° du code général des impôts,entite_26,revenus et gains divers acquis,applicabilité,Cet article est applicable aux revenus et gains divers acquis à compter du 1er janvier 2025.
entite_27,articles 73 -I et 74 -I du code général des impôts,entite_28,revenus autres que fonciers acquis,applicabilité,Ces articles sont applicables aux revenus autres que fonciers acquis à compter du 1er janvier 2025.
entite_29,"articles 73 (II -G-9°), 174 -VII, 186, 208, 222, 228 -I et 230 bis du code général des impôts",entite_30,gains de jeux de hasard versés,applicabilité,Ces articles sont applicables aux gains de jeux de hasard versés à compter du 1er juillet 2025.
entite_31,article 82 -I du code général des impôts,entite_32,déclarations souscrites,applicabilité,Cet article est applicable aux déclarations souscrites à compter du 1er janvier 2025.
entite_33,article 92 -I-8° du code général des impôts,entite_34,sociétés foncières et organismes de placement collectif immobilier (O.P.C.I.),applicabilité,Cet article est applicable sur les sociétés foncières et O.P.C.I. qui n’ont pas épuisé le délai d’exonération fixé à 36 mois avant le 1er janvier 2025.
entite_35,article 129 du code général des impôts,entite_36,actes et conventions enregistrés,applicabilité,Cet article est applicable aux actes et conventions enregistrés à compter du 1er janvier 2025.
entite_37,article 137 -I du code général des impôts,entite_38,actes et conventions enregistrés,applicabilité,Cet article est applicable aux actes et conventions enregistrés à compter du 1er janvier 2025.
entite_39,article 139 -I du code général des impôts,entite_40,actes et conventions enregistrés,applicabilité,Cet article est applicable aux actes et conventions enregistrés à compter du 1er janvier 2025.
entite_41,"articles 173 -I, 174 -VIII et 241 bis -I du code général des impôts",entite_42,montants versés,applicabilité,Ces articles sont applicables aux montants versés à compter du 1er juillet 2025.
entite_43,article 206 bis du code général des impôts,entite_44,actes et conventions enregistrés,applicabilité,Cet article est applicable aux actes et conventions enregistrés à compter du 1er janvier 2025.
entite_45,articles 293 à 297 du code général des impôts,entite_46,à compter du 1er janvier 2025,applicabilité,Ces articles sont applicables à compter du 1er janvier 2025.
entite_47,articles 298 à 303 du code général des impôts,entite_48,exercices ouverts,applicabilité,Ces articles sont applicables aux exercices ouverts à compter du 1er janvier 2025.
entite_49,décret n°2-06-574 du 10 hija 1427 (31 décembre 2006),entite_50,taxe sur la valeur ajoutée,application,Ce décret est pris pour l'application de la taxe sur la valeur ajoutée prévue au titre III du code général des impôts.
entite_51,article 5 de la loi de finances n° 43 -06 pour l’année budgétaire 2007,entite_52,taxe sur la valeur ajoutée,prévision,Cet article prévoit la taxe sur la valeur ajoutée.
entite_1,taxe sur la valeur ajoutée,entite_2,exonération,subordonnée à,L'exonération de la taxe sur la valeur ajoutée est subordonnée à certaines conditions.
entite_2,exonération,entite_3,article 91 (I -E- 2°) du code général des impôts,prévue par,L'exonération est prévue par l'article 91 du code général des impôts.
entite_3,article 91 (I -E- 2°) du code général des impôts,entite_4,bon de commande,indique,Le bon de commande doit indiquer le volume de papier à acheter.
entite_4,bon de commande,entite_5,service local des impôts,visé par,Le bon de commande doit être visé par le service local des impôts.
entite_5,service local des impôts,entite_6,imprimeur,dépend de,L'imprimeur dépend du service local des impôts.
entite_6,imprimeur,entite_7,taxe,verser,L'imprimeur s'engage à verser la taxe au lieu et place du fournisseur.
entite_7,taxe,entite_8,ventes réalisées,se rapporte à,Les factures doivent se rapporter aux ventes réalisées sous le bénéfice de l'exonération.
entite_8,ventes réalisées,entite_9,cachet,revêtus d'un,Les factures doivent être revêtues d'un cachet spécifique.
taxe_valeur_ajoutee,l'exonération de la taxe sur la valeur ajoutée pour les biens d'investissement immobilisables prévue à l'article 92 (I -6°) du code général des impôts,article_92_I_6,article 92 (I -6°) du code général des impôts,exonération,L'exonération de la taxe sur la valeur ajoutée est prévue par l'article 92 (I -6°) du code général des impôts.
assujettis,les assujettis doivent en faire la demande et justifier de la tenue d'une comptabilité régulière,taxe_valeur_ajoutee,taxe sur la valeur ajoutée,bénéficie de,Les assujettis peuvent bénéficier de l'exonération de la taxe sur la valeur ajoutée.
service_local_impots,adressée au service local des impôts dont dépend l'établissement principal ou le siège social de l'assujetti,assujettis,les assujettis,dépend de,Le service local des impôts dépend de l'établissement principal ou du siège social de l'assujetti.
imprimé_fournit_administration,La demande susvisée doit être formulée sur un imprimé fourni par l’administration fiscale,service_local_impots,service local des impôts,fournit,L'administration fiscale fournit un imprimé pour la demande d'exonération.
article_101,la déduction prévue à l'article 101 du code général des impôts,biens_investissement_importation,biens d’investissement à l’importation,susceptible d'ouvrir droit à,Les biens d’investissement à l’importation peuvent ouvrir droit à la déduction prévue à l'article 101.
article_123_22_a,les garanties prévues à l’article 123-22°-a) du code général des impôts,importateur,l’importateur,justifie,L'importateur doit justifier la constitution des garanties prévues à l'article 123-22°-a).
article_92_I_9,l’exonération prévue aux articles 92 -I-9° et 123 -25° du code général des impôts,diplomés_formation_professionnelle,les diplômés de la formation professionnelle,bénéficie de,Les diplômés de la formation professionnelle peuvent bénéficier de l'exonération prévue aux articles 92 -I-9° et 123 -25°.
article_92_I_40,l’exonération prévue aux articles 92 - I- 40° et 123 - 41° du code général des impôts,titulaire_permis_recherche,les titulaires de reconnaissance de permis de recherche,bénéficie de,Les titulaires de reconnaissance de permis de recherche peuvent bénéficier de l'exonération prévue aux articles 92 - I- 40° et 123 - 41°.
article_102,les dispositions du dernier alinéa de l'article 102 du code précité,exoneration_article_92_I_6,l'exonération accordée conformément à l'article 92 (I-6°),équivaut à,L'exonération accordée conformément à l'article 92 (I-6°) équivaut à une déduction initiale de 100 %.
taxe_valeur_ajoutee,exonérations de la taxe sur la valeur ajoutée,articles_92_123,articles 92 (I -7°) et 123 (23°) du code général des impôts,applicable sur,Les exonérations de la taxe sur la valeur ajoutée sont prévues par les articles 92 et 123 du code général des impôts.
personnes_elegibles,les personnes éligibles à l’exonération,service_local_impots,service local des impôts,doivent adresser,Les personnes éligibles doivent adresser une demande au service local des impôts.
attestation,une attestation ou toute autre pièce justifiant l’exercice de l’activité de transport international routier,autorites_competentes,les autorités compétentes,délivrée par,L'attestation doit être délivrée par les autorités compétentes.
etat_descriptif,Un état descriptif établi en triple exemplaire,fournisseurs,les fournisseurs,doit préciser,L'état descriptif doit préciser les informations concernant les fournisseurs.
fournisseurs,numéro d'identification fiscale des fournisseurs,taxe_exoneration,montant de la taxe dont l’exonération est demandée,lié à,Le numéro d'identification fiscale des fournisseurs est lié au montant de la taxe dont l'exonération est demandée.
administration,"l'administration établit, par fournisseur, une attestation d'achat en exonération de la taxe sur la valeur ajoutée",attestation_achat,attestation d'achat en exonération de la taxe sur la valeur ajoutée,établit,L'administration établit une attestation d'achat en exonération de la taxe sur la valeur ajoutée.
attestation_achat,attestation d'achat en exonération de la taxe sur la valeur ajoutée,acquereur,acquéreur,conserve,L'acquéreur conserve un exemplaire de l'attestation d'achat.
attestation_importation,attestation d'importation en exonération de la taxe sur la valeur ajoutée,service,service,établie par,L'administration établit une attestation d'importation en exonération de la taxe sur la valeur ajoutée.
attestation_importation,attestation d'importation en exonération de la taxe sur la valeur ajoutée,administration_douanes_impots,administration des douanes et impôts indirects,remise à,Un exemplaire de l'attestation d'importation est remis à l'administration des douanes et impôts indirects.
entite_1,taxe sur la valeur ajoutée,entite_2,article 92 (I -8°),applicable sur,La taxe sur la valeur ajoutée est exonérée selon les dispositions de l'article 92 (I -8°) du code général des impôts.
entite_1,taxe sur la valeur ajoutée,entite_3,article 123 (24°),applicable sur,La taxe sur la valeur ajoutée est exonérée selon les dispositions de l'article 123 (24°) du code général des impôts.
entite_4,service local des impôts,entite_5,demande d'exonération,réceptionne,Le service local des impôts reçoit la demande d'exonération formulée par les personnes éligibles.
entite_5,demande d'exonération,entite_6,état descriptif,doit comporter,La demande d'exonération doit être accompagnée d'un état descriptif.
entite_6,état descriptif,entite_7,numéro d'identification fiscale,inclut,L'état descriptif doit inclure le numéro d'identification fiscale des fournisseurs pour les achats à l'intérieur.
entite_6,état descriptif,entite_8,taux et montant de la taxe,inclut,L'état descriptif doit inclure le taux et le montant de la taxe dont l'exonération est sollicitée.
entite_4,service local des impôts,entite_9,attestation d'achat,établit,Le service local des impôts établit une attestation d'achat en exonération de la taxe sur la valeur ajoutée.
entite_9,attestation d'achat,entite_10,acquéreur,remet,L'attestation d'achat est remise à l'acquéreur.
entite_9,attestation d'achat,entite_11,fournisseur,remet,Un exemplaire de l'attestation d'achat est remis au fournisseur.
entite_9,attestation d'achat,entite_12,inspecteur,envoie,Un exemplaire de l'attestation d'achat est envoyé à l'inspecteur qui gère le dossier du fournisseur.
entite_4,service local des impôts,entite_13,attestation d'importation,établit,Le service local des impôts établit une attestation d'importation en exonération de la taxe sur la valeur ajoutée.
entite_13,attestation d'importation,entite_14,bénéficiaire importateur,remet,L'attestation d'importation est remise au bénéficiaire importateur.
entite_14,bénéficiaire importateur,entite_15,administration des douanes et impôts indirects,remet,Le bénéficiaire importateur remet un exemplaire de l'attestation d'importation à l'administration des douanes et impôts indirects.
entite_16,factures,entite_1,taxe sur la valeur ajoutée,doivent être revêtues de,Les factures doivent être revêtues d'un cachet portant la mention de l'exonération de la taxe sur la valeur ajoutée.
entite_1,exonération prévue à l’article 92 (I -10°) du code général des impôts,entite_2,franchise des droits et taxes applicables à l’importation,lié à,L'exonération est liée à la franchise des droits et taxes pour l'importation.
entite_2,franchise des droits et taxes applicables à l’importation,entite_3,"matériel éducatif, scientifique ou culturel",applicable sur,"La franchise s'applique au matériel éducatif, scientifique ou culturel."
entite_4,service local des impôts,entite_5,demande formulée sur ou d’après un imprimé établi par l’administration,reçoit,Le service local des impôts reçoit la demande formulée par l'établissement.
entite_5,demande formulée sur ou d’après un imprimé établi par l’administration,entite_6,attestation d’achat en exonération,génère,La demande génère une attestation d'achat en exonération.
entite_6,attestation d’achat en exonération,entite_7,factures et tout document se rapportant aux ventes,doit être revêtue de,Les factures doivent être revêtues de la mention liée à l'attestation d'achat en exonération.
entite_8,article 92 (I -10°) du code général des impôts,entite_9,taxe sur la valeur ajoutée,exonération de,L'article 92 (I -10°) du code général des impôts exonère de la taxe sur la valeur ajoutée.
entite_1,taxe sur la valeur ajoutée,entite_2,article 92 (I -12° et 13°) et à l’article 123 (29° et 30°) du code général des impôts,applicable sur,La taxe sur la valeur ajoutée est régie par les articles 92 et 123 du code général des impôts.
entite_3,associations à but non lucratif,entite_1,taxe sur la valeur ajoutée,exonération de,Les associations à but non lucratif peuvent bénéficier d'une exonération de la taxe sur la valeur ajoutée.
entite_4,Croissant rouge marocain,entite_1,taxe sur la valeur ajoutée,exonération de,Le Croissant rouge marocain peut bénéficier d'une exonération de la taxe sur la valeur ajoutée.
entite_5,demande,entite_6,service local des impôts,adressée à,Les associations doivent adresser une demande au service local des impôts.
entite_6,service local des impôts,entite_7,attestation d'achat en exonération,établit,Le service local des impôts établit une attestation d'achat en exonération.
entite_7,attestation d'achat en exonération,entite_3,associations à but non lucratif,remise à,L'attestation d'achat en exonération est remise à l'association bénéficiaire.
entite_8,factures proforma ou devis,entite_3,associations à but non lucratif,fournis par,Les associations doivent fournir des factures proforma ou devis.
entite_9,état descriptif,entite_3,associations à but non lucratif,fournis par,Les associations doivent fournir un état descriptif.
entite_10,importations,entite_1,taxe sur la valeur ajoutée,exonération de,Les importations peuvent également bénéficier d'une exonération de la taxe sur la valeur ajoutée.
entite_11,dons,entite_1,taxe sur la valeur ajoutée,lié à,Les dons peuvent être liés à des exonérations de la taxe sur la valeur ajoutée.
entite_1,taxe sur la valeur ajoutée,entite_2,"article 92 (I -20°,21°,22° et 23°) du code général des impôts",applicable sur,La taxe sur la valeur ajoutée est régie par l'article 92 du code général des impôts.
entite_3,donateur,entite_4,bénéficiaire du don,relation de don,Le donateur effectue un don au bénéficiaire du don.
entite_4,bénéficiaire du don,entite_5,service local des impôts,adresse demande,Le bénéficiaire du don doit adresser une demande d'achat en exonération au service local des impôts.
entite_6,demande d'achat en exonération,entite_7,attestation d'achat en exonération,génère,La demande d'achat en exonération génère une attestation d'achat en exonération.
entite_8,facture proforma,entite_9,numéro d'identification fiscale,contient,La facture proforma doit indiquer le numéro d'identification fiscale du fournisseur.
entite_10,ventes réalisées sous le bénéfice de l’exonération,entite_11,cachet portant la mention « vente en exonération de la taxe sur la valeur ajoutée »,revêt,Les ventes réalisées sous exonération doivent être revêtues d'un cachet spécifique.
taxe_remboursement,demande de remboursement de la taxe ayant grevé les opérations,operations_articles_92_247,opérations visées aux articles 92 (I-28°) et 247 - XII,applicable sur,La taxe de remboursement est applicable sur les opérations visées aux articles 92 et 247 du code général des impôts.
demande_remboursement,La demande de remboursement de la taxe,service_local_impots,déposé auprès du service local des impôts,déposé auprès,La demande de remboursement doit être déposée auprès du service local des impôts dont dépend le bénéficiaire.
demande_remboursement,Le dépôt de ladite demande doit être effectué dans un délai d’une année,delai_depot,délai d’une année,doit être effectué dans,Le dépôt de la demande de remboursement doit être effectué dans un délai d'une année à compter de la date de délivrance du permis d’habiter.
operations_articles_92_247,Les personnes réalisant les opérations susvisées,justificatifs_achats,fournir en plus des justificatifs de leurs achats de biens et services,doivent fournir,Les personnes réalisant les opérations doivent fournir des justificatifs de leurs achats de biens et services.
promoteurs_immobiliers,Les promoteurs immobiliers visés à l’article 89 -II-5°,comptabilite_separee,doivent tenir une comptabilité séparée,doivent tenir,Les promoteurs immobiliers doivent tenir une comptabilité séparée au titre des opérations de construction de locaux à usage d'habitation.
operations_articles_92_247,opérations de construction de locaux à usage d'habitation,articles_92_247,visées aux articles 92 -I-28° et 247-XII,visées aux,Les opérations de construction de locaux à usage d'habitation sont visées aux articles 92 et 247 du code.
entite_1,taxe sur la valeur ajoutée,entite_2,article 92 (I -29) du code général des impôts,applicable sur,La taxe sur la valeur ajoutée est régie par l'article 92 (I -29) du code général des impôts.
entite_2,article 92 (I -29) du code général des impôts,entite_3,exonération,prévoit,L'article 92 (I -29) prévoit une exonération de la taxe sur la valeur ajoutée.
entite_3,exonération,entite_4,service local des impôts,demandée auprès de,L'exonération doit être demandée auprès du service local des impôts.
entite_4,service local des impôts,entite_5,attestation d’exonération,établit,Le service local des impôts établit une attestation d’exonération.
entite_5,attestation d’exonération,entite_6,acquéreur,remise à,L'attestation d’exonération est remise à l’acquéreur.
entite_6,acquéreur,entite_7,entrepreneur de travaux,remet un exemplaire à,L’acquéreur remet un exemplaire de l'attestation à l’entrepreneur de travaux.
entite_8,personnes physiques ou morales,entite_9,construction des ouvrages,se livrent à,Les personnes physiques ou morales se livrent à la construction des ouvrages.
entite_9,construction des ouvrages,entite_10,déclaration de chiffre d’affaires,déposée avec,La déclaration de chiffre d’affaires est déposée avec la demande d’exonération.
entite_10,déclaration de chiffre d’affaires,entite_11,demande d’exonération,faite sur,La demande d’exonération est faite sur un imprimé établi par l’administration.
entite_11,demande d’exonération,entite_12,remboursement prévu à l’article 103,confère droit au,La demande d’exonération confère le droit au remboursement prévu à l’article 103.
entite_12,remboursement prévu à l’article 103,entite_13,code général des impôts,régit par,Le remboursement est régi par le code général des impôts.
entite_1,exonération au titre des opérations de restauration de monuments historiques classés,entite_2,taxe sur la valeur ajoutée,lié à,Les opérations de restauration de monuments historiques classés bénéficient d'une exonération de la taxe sur la valeur ajoutée.
entite_2,taxe sur la valeur ajoutée,entite_3,demande en restitution de la taxe payée,applicable sur,La taxe sur la valeur ajoutée est concernée par la demande en restitution de la taxe payée sur les achats.
entite_3,demande en restitution de la taxe payée,entite_4,ministre chargé des finances,soumise à,La demande en restitution est soumise à l'examen du ministre chargé des finances.
entite_4,ministre chargé des finances,entite_5,ordre de restitution du montant de la taxe payée,établit,Le ministre chargé des finances établit un ordre de restitution du montant de la taxe payée.
entite_5,ordre de restitution du montant de la taxe payée,entite_6,factures d'achat,nécessite,L'ordre de restitution nécessite la présentation des factures d'achat correspondantes.
entite_1,taxe sur la valeur ajoutée,entite_2,article 92 -I (33° et 34°) du code général des impôts,applicable sur,La taxe sur la valeur ajoutée est régie par l'article 92 -I (33° et 34°) du code général des impôts.
entite_2,article 92 -I (33° et 34°) du code général des impôts,entite_3,exonérations,prévoit,L'article 92 -I (33° et 34°) prévoit des exonérations de la taxe sur la valeur ajoutée.
entite_3,exonérations,entite_4,demande d’exonération,nécessite,"Pour bénéficier des exonérations, une demande d’exonération doit être formulée."
entite_4,demande d’exonération,entite_5,service local des impôts,adressée à,La demande d’exonération doit être adressée au service local des impôts.
entite_5,service local des impôts,entite_6,attestation d’achat en exonération,établit,Le service local des impôts établit une attestation d’achat en exonération.
entite_6,attestation d’achat en exonération,entite_7,acquéreur,remise à,L'attestation est remise à l'acquéreur.
entite_7,acquéreur,entite_8,fournisseur,remet un exemplaire à,L'acquéreur remet un exemplaire de l'attestation à son fournisseur.
entite_8,fournisseur,entite_9,comptabilité,réserve à l’appui de,Le fournisseur réserve l'attestation à l'appui de sa comptabilité.
entite_10,factures,entite_3,exonérations,doivent être revêtues de,Les factures doivent être revêtues d'un cachet mentionnant les exonérations.
entite_1,exonération des opérations de transport international,entite_2,T.V.A exigible,lié à,L'exonération des opérations de transport international est liée à la T.V.A exigible.
entite_2,T.V.A exigible,entite_3,prestations qui leur sont liées,applicable sur,La T.V.A exigible est applicable sur les prestations liées au transport international.
entite_3,prestations qui leur sont liées,entite_4,bon de commande,nécessite,Les prestations liées nécessitent un bon de commande délivré par les entreprises de transport international.
entite_4,bon de commande,entite_5,prestataire de service,délivré à,Le bon de commande est délivré aux prestataires de service.
entite_5,prestataire de service,entite_6,numéro d'identification fiscale,doit comporter,Le prestataire de service doit comporter un numéro d'identification fiscale.
entite_6,numéro d'identification fiscale,entite_7,factures,doit être mentionné sur,Le numéro d'identification fiscale doit être mentionné sur les factures.
entite_7,factures,entite_8,vente en exonération de la taxe sur la valeur ajoutée,revêtues de,Les factures doivent être revêtues de la mention concernant la vente en exonération de la T.V.A.
entite_8,vente en exonération de la taxe sur la valeur ajoutée,entite_9,Article 92 (I -35°) du code général des impôts,référence à,La vente en exonération de la T.V.A fait référence à l'Article 92 (I -35°) du code général des impôts.
entite_1,exonération prévue à l'article 92 (I -38°) du code général des impôts,entite_2,autorisation d'achat en exonération,subordonné à,L'exonération est subordonnée à l'obtention d'une autorisation d'achat en exonération.
entite_2,autorisation d'achat en exonération,entite_3,service local des impôts,délivrée par,L'autorisation d'achat en exonération est délivrée par le service local des impôts.
entite_3,service local des impôts,entite_4,demande d'achat en exonération de la taxe,doit recevoir,Le service local des impôts doit recevoir une demande d'achat en exonération de la taxe.
entite_4,demande d'achat en exonération de la taxe,entite_5,documents justificatifs,accompagnée de,La demande doit être accompagnée de documents justificatifs.
entite_5,documents justificatifs,entite_6,autorisation de tournage,comprend,Les documents justificatifs comprennent une copie certifiée conforme de l'autorisation de tournage.
entite_5,documents justificatifs,entite_7,attestation bancaire,comprend,Les documents justificatifs comprennent une attestation bancaire justifiant l'ouverture d'un compte en devises.
entite_3,service local des impôts,entite_8,autorisation valable pour toute la durée du tournage,délivre,Le service local des impôts délivre une autorisation valable pour toute la durée du tournage.
entite_8,autorisation valable pour toute la durée du tournage,entite_9,biens et services nécessaires,permet d'acquérir,L'autorisation permet d'acquérir ou de louer tous les biens et services nécessaires pour la réalisation des films.
entite_9,biens et services nécessaires,entite_10,fournisseurs,tenus de,Les fournisseurs des biens et services sont tenus de respecter certaines conditions de paiement.
entite_10,fournisseurs,entite_11,chèque tiré sur le compte bancaire,paiement par,Les fournisseurs doivent se faire payer par chèque tiré sur le compte bancaire indiqué sur l'autorisation.
entite_10,fournisseurs,entite_12,facture de vente,doivent indiquer,Les fournisseurs doivent indiquer certaines références sur la facture de vente.
entite_12,facture de vente,entite_13,mention « vente en exonération de la taxe »,doit comporter,Les factures doivent comporter la mention « vente en exonération de la taxe sur la valeur ajoutée ».
taxe_valeur_ajoutee,exonération de la taxe sur la valeur ajoutée prévue à l’article 92 (I -42°) du code général des impôts,article_92_I_42,article 92 (I -42°) du code général des impôts,exonération prévue par,La taxe sur la valeur ajoutée est exonérée selon les dispositions de l'article 92 (I -42°) du code général des impôts.
service_local_impots,service local des impôts dont elles dépendent,demande_exoneration,demande au service local des impôts,traitement de,Les personnes éligibles doivent adresser une demande au service local des impôts.
demande_exoneration,demande au service local des impôts,engagement,un engagement établi sur ou d’après un imprimé établi par l’administration,accompagnée de,La demande d'exonération doit être accompagnée d'un engagement.
demande_exoneration,demande au service local des impôts,facture_proforma,une facture proforma ou devis établi par le fournisseur du véhicule,accompagnée de,La demande d'exonération doit être accompagnée d'une facture proforma.
service_local_impots,service local des impôts,attestation_achat,une attestation d’achat en exonération,établit,Le service local des impôts établit une attestation d'achat en exonération.
attestation_achat,une attestation d’achat en exonération,beneficiaire,remis au bénéficiaire,remis à,L'attestation d'achat en exonération est remise au bénéficiaire.
factures_documents,Les factures et tout document se rapportant aux ventes,mention_exoneration,mention « vente en exonération de la taxe sur la valeur ajoutée en vertu de l’article 92 (I-42°) du code général des impôts»,doivent être revêtus de,Les factures doivent porter la mention d'exonération.
vehicules_exoneres,Les véhicules ayant bénéficié de l’exonération,delai_60_mois,un délai de 60 mois suivant celui de leur acquisition,sont soumis à,Les véhicules exonérés ne doivent pas être cédés pendant 60 mois.
